hazle	hazles,hazel
bed-ridden	more,most,bed,ridden,bedridden
foehn	fohn,föhn
aedile	edile,ædile
marmo	μάρμαρος,marmor
genistein	organic chemistry,isoflavone,genistin,clover,glycoside,estrogenic,soya
posidonia	seagrass,posidonias
bour	bur,bower
zolpidem	sleep,hypnotic,drug,insomnia
juiciness	juicy,-ness
lúcio	lúcios,northern pike
ferrocene	cyclopentadienyl,metallocene,iron,ring,atom,ferrocenes
evolutionism	-ism,evolution
xanthan	mannose,biochemistry,xanthan gum,bacterium,polysaccharide,xanthans,galactose
cwd	kutys,zero-grade,cutis,s-mobile,hyd
hypnos	hypnosen,hypnoserna,hypnosis,hypnoser
labiodental	dental,labio-
transferral	-al,transfer
antient	ancient,antients
cimbalom	cymbalom,cymbalum
zinck	zink,music,zincks
wyer	weir,wire
undemonstrative	demonstrative,un-
superweapon	super-,weapon
directivity	directive,-ity
kissi	kissit,kissiksi,kisseihin,kisseiksi,kissimirri,kississä,kissittä,kisseiltä,kisseinä,kissille,childish,kissein,kissiä,kissistä,kissillä,kisseineen,kisseissä,kissinä,kisseistä,kissien,kissin,kissa,kisseille,kisseittä,kissiin,kissejä,kisseillä,kissiltä
operadora	operador,carrier
annalistic	-istic,annal
redenomination	re-,denomination
unprejudiced	un-,prejudiced
ngn	nogen,lexicography,ngt
unmerciful	merciful,un-
radiograph	-graph,radio-
branche	branca,branche
graybeard	graybeards,greybeard
decane	deca-,-ane
coqui	coqui frog,coquis,coqui francolin
kajo	quay,quai
backflow	flow,back
segreto	secerno,secretus,secretum
stepmothers	stepmother,stepparents
crossway	cross,way
remailer	remail,-er
horsehead	horse,head
belaid	belay,belayed
tidsskrift	-s-,skrift,tid
batton	battons,baton,batten
manically	manic,-ally
zumbo	zumbir,eu
bili	bilirubin,medicine
calthrop	calthrops,caltrop
laurer	laurus,lorer,lorier
slumlord	slum,landlord
llana	yana,ḷḷana,chana
nanbu	romaji,なんぶ
giftware	gift,-ware
epigastric	epigastrium,epigastrisch
radioland	radio,-land
zonder	sunder,sonder
highhanded	more,high-handed,most
staf	personeel,staff,stawe
arboles	arbolar,tú
keynoter	-er,keynote
wahi	msipowahi,hayawahi,pakiwahi,pangeliwahi,yasiowahi,hawajawahi,kusiowahi,haitawahi,lisingaliwahi,vikiwahi,msiwahi,kutakaowahi,kukawahi,hamjawahi,hatawahi,halingaliwahi,zingeliwahi,vimeshawahi,haikuwahi,hangaliwahi,zitakaowahi,yasingewahi,hapangaliwahi,kungewahi,ninawahi,hazingewahi,vitawahi,itakaowahi,msingaliwahi,tungaliwahi,kisingaliwahi,usiowahi,kingeliwahi,panawahi,yaliowahi,wakawahi,hamuwahi,lisiwahi,haungewahi,vitakaowahi,isiwahi,limeshawahi,kuliwahi,muliowahi,viliwahi,nimewahi,haijawahi,twaliowahi,lingewahi,kumewahi,pasiowahi,tuliwahi,hayangaliwahi,naowahi,nikawahi,pangaliwahi,tungeliwahi,kikawahi,kikiwahi,haungaliwahi,liliwahi,mngaliwahi,munaowahi,atakaowahi,musingewahi,tukawahi,mumeshawahi,hakungewahi,mkawahi,tusiowahi,pangewahi,twaliwahi,nisiwahi,ikiwahi,nimeshawahi,sitawahi,linaowahi,zisingewahi,zisiowahi,kusipowahi,akiwahi,zimewahi,musiwahi,zawahi,wangaliwahi,yatawahi,ameshawahi,mngewahi,wangeliwahi,vingewahi,ingewahi,kimeshawahi,asipowahi,musipowahi,kunaowahi,hatutawahi,paliowahi,kisingewahi,kiliwahi,yanaowahi,musiowahi,pakawahi,utawahi,ikawahi,havingewahi,tusingaliwahi,kumeshawahi,wasingewahi,hapakuwahi,zimeshawahi,zikawahi,ukiwahi,asingaliwahi,waliwahi,tutakaowahi,iwahi,hungewahi,munawahi,hakiwahi,wanawahi,likiwahi,kutowahi,lisingewahi,mwawahi,liwahi,niwahi,mtawahi,tumewahi,visiowahi,umeshawahi,nisiowahi,nitakaowahi,viwahi,hakukuwahi,usiwahi,isingaliwahi,kitawahi,usingewahi,wakiwahi,akawahi,hamngewahi,muliwahi,naliowahi,lisipowahi,hautawahi,ziliowahi,sikuwahi,yakiwahi,unawahi,msingewahi,havijawahi,hawangaliwahi,vinaowahi,kitakaowahi,atawahi,mwaliwahi,kukiwahi,ninaowahi,haingewahi,viliowahi,patawahi,nisingaliwahi,kuliowahi,mwaliowahi,mwahi,wamewahi,hapangewahi,vingeliwahi,nisipowahi,arrive,hawawahi,nikiwahi,watakaowahi,yawahi,hukuwahi,kusingaliwahi,yangeliwahi,imewahi,kungaliwahi,musingaliwahi,visiwahi,limewahi,iliowahi,asiwahi,ningewahi,kimewahi,kingaliwahi,wasiowahi,ziliwahi,pasingewahi,havitawahi,angewahi,anaowahi,tusingewahi,paliwahi,ungewahi,tusiwahi,hayakuwahi,hakingewahi,lawahi,asiowahi,litawahi,hamujawahi,tutawahi,havikuwahi,mumewahi,ziwahi,liliowahi,imeshawahi,kisipowahi,pamewahi,kungeliwahi,hazijawahi,waliowahi,hakungaliwahi,haliwahi,hapatawahi,nisingewahi,hakutawahi,hamungaliwahi,hamutawahi,panaowahi,zinawahi,mliwahi,siwahi,isipowahi,pasingaliwahi,wameshawahi,tumeshawahi,ungaliwahi,kisiwahi,hawahi,mutawahi,vikawahi,kunawahi,muwahi,yameshawahi,hatungaliwahi,pameshawahi,asingewahi,haviwahi,awahi,wasiwahi,lingaliwahi,mngeliwahi,vinawahi,mnaowahi,hawatawahi,huwahi,ungeliwahi,wahini,yanawahi,wawahi,itawahi,mnawahi,zingewahi,ukawahi,yasingaliwahi,hakuwahi,prompt,wasipowahi,mungeliwahi,kutawahi,haingaliwahi,watawahi,wasingaliwahi,uliowahi,inaowahi,hayatawahi,kiliowahi,umewahi,isingewahi,sijawahi,ingaliwahi,vimewahi,utakaowahi,yatakaowahi,hakitawahi,singewahi,mkiwahi,pasipowahi,litakaowahi,naliwahi,visipowahi,visingaliwahi,uwahi,hamkuwahi,tuliowahi,likawahi,uliwahi,hapajawahi,ningeliwahi,kwawahi,haukuwahi,tukiwahi,chawahi,zisiwahi,mmeshawahi,niliwahi,hamukuwahi,angaliwahi,halijawahi,nawahi,zisipowahi,mtakaowahi,kisiowahi,hamwahi,kusingewahi,chance,hazitawahi,hatujawahi,hakikuwahi,hatungewahi,hakujawahi,halingewahi,hujawahi,hayajawahi,yakawahi,pawahi,yangaliwahi,angeliwahi,hamungewahi,zikiwahi,havingaliwahi,hazingaliwahi,vyawahi,halitawahi,hauwahi,linawahi,haziwahi,hawangewahi,zingaliwahi,mliowahi,get,usipowahi,hamngaliwahi,pasiwahi,yasipowahi,visingewahi,anawahi,hamtawahi,aliwahi,hawakuwahi,hangewahi,hakijawahi,usingaliwahi,wanaowahi,lisiowahi,hakingaliwahi,kusiwahi,haujawahi,iliwahi,mungaliwahi,msiowahi,yasiwahi,halikuwahi,tungewahi,singaliwahi,wangewahi,nitawahi,hayangewahi,lingeliwahi,yaliwahi,hungaliwahi,kiwahi,tunawahi,niliowahi,hutawahi,hapawahi,vingaliwahi,mukawahi,tuwahi,kuwahi,ingeliwahi,yamewahi,tunaowahi,amewahi,patakaowahi,yangewahi,kingewahi,aliowahi,mutakaowahi,ningaliwahi,mungewahi,tusipowahi,zisingaliwahi,hatukuwahi,zinaowahi,mukiwahi,unaowahi,mmewahi,hajawahi,haiwahi,kinawahi,inawahi,hatuwahi,isiowahi,kinaowahi,zitawahi,hazikuwahi,twawahi
wingnut	nut,wing
tirano	τύραννος,tyrannus
ungdom	ung,-dom
dingdong	dingdongs,ding-dong
jinsen	romaji,じんせん
bantay	watchman,guard,attendant,sentinel
ricer	-er,rice
sinkerball	ball,sinker
perder	perdere,perdo
selldown	down,sell
cuspide	spire,bicuspide,tricuspide,cuspidi,cusp
two-fifths	dimension,fifth,two
kerogen	oil,organic,kerogens,sedimentary rock,solvent,natural gas,precursor,insoluble
tosk	torsk,codfish
geodynamics	geo-,dynamics
flowchart	flowcharts,flow chart
life-force	life force,life-forces,force,life
anthracene	-ene,ἄνθραξ
pre-eclampsia	pre-,pre-eclampsias,eclampsia,preeclampsia
algorithmically	algorithmic,-ally
thioredoxin	thioredoxins,biochemistry,antioxidant,protein
alzate	alzato,alzare
quicksort	computational,sort,quick,efficiency
n.g.	p.m.,gabi,ng,evening
koneru	romaji,こねる
walk-up	up,appointment,elevator,walk,stair
superheterodyne	super-,heterodyne
polychora	polychoron,polychorons
validus	valeo,-idus
liturgically	-ly,liturgical
altricial	altor,alere,altrix
parturition	pario,parturio,parturitio
bromate	bromo-,-ate
tractor-trailer	tractor,поезд,貨物自動車,šleper,kamion s prikolicom,седельный,eighteen-wheeler,truck,cab,trailer,tractor-trailers,автомобильный,semi,semi-trailer,ajoneuvoyhdistelmä,articulated lorry,фура
bambu	bambu,bamboo,ಬಮ್ಬು,bamboe
fireship	ship,fire
cader	cadre,caders
blindsight	blind,sight
geochronology	geo-,chronology
purposefulness	purposeful,-ness
dōjin	romaji,どうじん
engrailed	edge,dexter,shield,crescent,saltire,indent,border,invected,moon,point,semicircle
pussyfoot	pussy,foot
srd	s-,rd
far-field	far,near-field,field
dumbness	dumb,-ness
microcell	micro-,cell
atabeg	atabey,atabek,atabak
freestyling	freestylings,freestyle
battery-operated	operated,battery
vomeronasal	anatomy,vomeronasal organ,vomeronasal cartilage,vomeronasal,mouth,nose,vomer bone
excoriation	excoriate,-ion
winding-up	wound up,dissolve,partnership,liquidation,voluntary winding-up,windings-up,company,compulsory winding-up
witticism	witty,criticism,-icism
headmastership	headmaster,-ship
shraddha	shraadh,shraadha,sraddha,sradha
deda	dedón,deu
brizan	ellas,brizar,ellos,ustedes
gracefulness	graceful,-ness
entreprise	entreprises,enterprise
plumbago	plumbago,plumbum
quinoline	퀴놀린,fuse,benzene ring,praziquantel,class,organic chemistry,chinoline,simplest,heterocyclic,quinoleína,aromatic,quinolina,quinolines,キノリン,喹啉,isoquinoline,compound,pyridine,kinoliini,nitroquinoline
cedrus	κέδρος,citrus
diacylglycerol	acylglycerol,di
archabbey	abbey,arch-
douwe	subjunctive mood,douwen,singular,present tense
hydrogenase	hydrogen,-ase
boardgame	boardgames,board game
fark	eye dialect,surprise,fuck
gemsbok	buck,gemsbok,chamois,gems,bok
beber	bibere,bibo
unsociable	sociable,un-
wakeful	-ful,wake
fady	more,most,-y,faded,fade
signorile	refined,exclusive,signorilmente,ladylike,signorili,signore,gentlemanlike,high-class,luxury,gentlemanly,signorilità,distinguished
leavings	leave,participial
prudery	prude,pruderie,-ery
blue-chip	more,most,bluechip
undergird	under-,gird
alienable	alien,-able
machination	machinatio,machination,machinor
grant-in-aid	toelage,person,aid,grant,institution,scholarship,school,funds,subsidize,grants-in-aid,regional,giving,national,allocation,gawad-tulong,project,local
hertog	hertoge,hartoch,hertug
seniormost	-most,senior
frutescens	frutesco,inchoative,frutex,-esco
drought-tolerant	more,most,szárazságtűrő,drought,aszálytűrő,tolerant,drought-resistant,suszoodporny
brushtail	brushtail possum,brushtails
nonfamily	non-,family
klaxon	licence,κλάζω,submarine,trademark,patent
satel	stigl,satigl,sategl
attur	actor,atturi,attriċi
cadetship	cadet,-ship
vinyard	yard,vine
rajen	ellas,rajar,ellos,ustedes
broccolini	ニ,ブロッコリ,broccoli,asparagus,ー
phantasmagorical	phantasmagoric,more,most
restauranteur	restaurant,restaurateur
offramp	ramp,off
bedpost	post,bed
cozi	cozer,eu
mutely	mute,-ly
acop	more,atop,most
unpoliced	policed,un-
tarang	rapid,stamping,feet
eloisa	eloisiksi,eloisasta,eloisilla,eloisalle,eloisia,eloisaksi,frisky,eloisin,eloisana,bubbly,eloisien,eloisitta,eloisina,eloisista,eloisaan,eloisalta,eloisampi,eloisain,eloisalla,eloisat,lively,eloisissa,spirited,eloisaa,eloisille,eloisine,eloisassa,cheerful,eloisan,eloisatta,eloisiin,eloisilta
bioidentical	bio-,identical
santosa	សន្តោស,สนฺโตส,သန္တောသ,ᩈᨶ᩠ᨲᩮᩣᩈ,सन्तोस,𑀲𑀦𑁆𑀢𑁄𑀲,সন্তোস,සන්තොස
phosphohydrolase	phospho-,hydrolase
patsi	nami,-batsi,sister
abjad	أبجد,α,γ,δ,β
uninfluenced	influenced,un-
gabai	gabé,gaber,gabés,gabées,gabez,gabée
hej	hi,hey
electrospray	electro-,spray
derivable	derive,-able
progressiveness	progressive,-ness
falseness	false,-ness
parapsychologist	psychologist,para-
multivariable	multi-,variable
exiguus	exigo,-uus
zócalo	socculus,soccus
multifactorial	factorial,multi-
nonlocal	non-,local
trance-like	-like,trance
racewalker	race,walker
sirdar	سردار,सरदार
socioeconomics	socio-,economics
tervel	-el,terv
cryptographically	cryptographic,-ally
kafe	kaferik,kafetzat,kaferengatik,kafetan,kaferaino,kafearentzat,kafea,kaferekin,kafean,kafera,kafeak,kafetarantz,kafeetarako,kafearen,kafek,kafetegi,kafeko,kaferi,kafeekin,kafesne,akeita,kafeontzi,kafeek,kafeengatik,coffee,kafearengatik,kafeari,kafez,kafetara,kafeetaraino,kafeei,kafeen,kafeetako,kafeetan,kafeez,kaferen,kaferako,kafearekin,kafetatik,kafeetarantz,kafeentzat,kafetik,kaferentzat,kafetako,kafetaraino,kafetarako,kafeaz,kafeetara,kafeetatik,kaferantz
autobus	bus,auto-
sarcoplasmic	-ic,sarcoplasm
assistantship	-ship,assistant
unimodal	uni,modal
eusociality	eusocial,-ity
self-sealing	sealing,self-
meaningfulness	meaningful,-ness
glomerulonephritis	glomerulonephritides,glomerulus,nephritis,medicine,glomerulonephrites,glomerulonefritis
tinsmith	tin,smith
kelt	salmon,salmón zancado,thin,kelts
flameproof	-proof,flame
vola	velum,silica,diatom,volar,volae
orality	oral,-ity
fullam	fullan,fullom,fulham
klystron	klystrons,electromagnetic radiation,frequency,amplify,microwave,physics,electron tube
teika	ていか,romaji
piazzetta	piazza,-etta
shako	hussar,dress hat,csákó,military,cylindrical,shako,century
rudas	-as,rúd
yamen	衙门,衙門
voiceprint	fingerprint,print,voice
erythroid	erythro-,-oid
colmán	colm,-án,colmán
threadless	-less,thread
unflatteringly	unflattering,-ly
gamebook	game,book
ferrochrome	ferro-,chrome
neutralist	-ist,neutral
reclus	reclusive,recluse,recluses
lay-off	layoff,lay-offs
unconformably	unconformable,-ly
onc	oncology,medicine
subha	joy,dubha,subháilceach,subháilce,gladness,subae,subhachas,subhach
mest	degree,most,quantity
pressbox	press box,pressboxes
swallower	-er,swallow
vitiate	vitium,vitiatus,vitio
malvin	anthocyanin,biochemistry,diglucoside,food,malvidin
debarment	debar,-ment
agenzia	agentis,ago,agentia,agens
beaky	beak,-y
lorcaserin	anorectic,drug,serotonergic
sedately	-ly,sedate
drager	dragerne,porter,drageren,dragerens,nominative case,genitive case,dragere,drageres,dragers,dragernes
eone	geology,eoni,eon,aeon
drabness	drab,-ness
zillionaire	-aire,zillion
greenshoe	green,shoe
tez	тиз,tez
ayame	romaji,あやめ
bunion	bunnion,bunyon,bunian,bunnian
monaca	monastico,monachesimo,suora,monache,nun,monachella,monaco,monacale,monastero
laka	anatomy,spinal cord,lakar
gussy	gussying,gussies,gussied,gussy up
coiro	couro,coiros
shutterbug	shutter,bug,camera
blurr	blurred,jour printer,blurring,blurrs,blur
vechi	vetulus,veclus,vecchio
naze	nes,næs,näs,ness
wincer	wince,-er
heleno	helenoj,helenon,helenojn
goofily	goofy,-ly
voltigeur	volt,voltiger,voltigeur,volteggiare
choppiness	choppy,-ness
nanji	romaji,なんじ
shortcakes	cakes,shortcake,short
chokeslam	slam,choke
enfermedad	infirmus,infirmitas
gabbi	mumps,pathology
glancingly	glancing,-ly
zubar	-ar,zub
penaud	-aud,peine
clarus	καλέω,classis,concilium,calo,clamo
isomerism	-ism,isomer
ultrafilter	filter,ultra-
hypersaline	hyper-,saline
generalise	-ise,general
platform-independent	more,computing,most,platform,independent
ial	i-,-al
socialisation	socialization,socialisations
two-faced	two,faced
crorepati	billionaire,net worth,crorepatis,millionaire,rupee,crore
allophonic	-ic,allophone
undersell	sell,under-
immorally	immoral,-ly
broken-down	more,no longer,hors-service,most,uszkodzony,kaputt,properly,neglected,as a result,en panne,working order,broken down,maintained
monovalent	-valent,mono-
microscale	micro-scale,micro scale
homodimer	dimer,homo-
razón	rationem,ratio
pharyngitis	faringitis,farenjit,faryngitida,raw throat,nielutulehdus,viêm họng,pharyngitic,咽炎,pharynx,sore throat,angine,咽頭炎,ангина,pharyngite,인두염,faryngiitti,фарингит,faringite,farinxite,pharyngitides
on-scene	on,site,scene,incident
brung	brungen,brungon,brunge
corticospinal	spinal,cortico-
myostatin	sto,-statin,στάσις,statos,status,myo-
notrump	no-trump,notrumps
bioweapon	bio-,weapon
auspiciously	auspicious,-ly
lochan	loch,lochan
pienso	animal,feed,pensum,peso,piensos
thermochemical	chemical,thermo-
skiathlon	yhdistelmähiihto,skiing,classic skiing,skate skiing,skiathlon,event,skiathlons
positronic	-ic,positron
chemotactic	-tactic,chemo-
prothorax	pro-,thorax
fatalist	-ist,fatal
mauvais	malvais,malum,maulvais,fatum
prolix	prolixe,prolixus
epicyclic	-ic,epicycle
cryptologist	cryptology,cryptologists
interactionism	-ism,interaction
spycatcher	spy,catcher
tangere	tangere,tango
shipborne	borne,ship
sketchily	-ly,sketchy
out-of-work	unemployed,out of,work
interdigital	inter-,digital
questor	quaestor,questors
golfe	present tense,golfen,subjunctive mood,singular
polyamorous	-ous,amor,poly-,πολύς
toer	game,playing card,nominative case,toerene,genitive case,toeres,toerens,toers,toerenes,toeren,two,toere
oppo	opponent,opposite number,opposition
bicolored	bi-,colored
workwear	-wear,work
spectrophotometer	photometer,spectro-
pictorialism	-ism,pictorial
practicability	riuscibilità,praticabilità,fattibilità,изпълнимост,viabilidad,factibilidad,practicabilitate,praticabilité,yn-jantaght,yapılabilirlik,uygulanabilirlik,impracticability,practicabilities,effettuabilità,practicable,feasibility,yn-jeantaght,viabilità,осъществимост
overmind	mind,over-
platero	-ero,plata
approachability	-ability,approach
stabber	-er,stab
cộng	together,共
boyishness	boyish,-ness
spitter	spit,spitters,spittard,antler,pricket,deer,-er,meat,brocket
retablo	altar,retablos,votive
banky	bank,-y
stepfamily	family,step-
ruinously	ruinous,-ly
bellyache	ache,belly
entender	tender,en-
matchpoint	matchpoints,match point
cejas	cejar,tú
spired	spire,-ed
balete	balite,baliti
streptokinase	strepto-,kinase
avascular	vascular,a-
merlion	image,lion,statue,symbol,symbolic,fish,fictional,body,head,mer-,depiction,national,creature,merlions
maruja	marujas,housewife,pejorative
adventurist	-ist,adventure
abood	aboods,abode
tratamiento	tratable,treatment,tratar,trata,tratadista,trato,tratamientos,tratado
fucka	eye dialect,fuckas,fucker
reprice	re-,price
alyan	alyanım,alyanlarda,alyanın,alyanlara,alyanı,alyanları,alyanda,alyanlardan,alyanların,alyana,alyanlarım,alyanımız,alyanlarınız,alyandan,alyanınız,alyanlarımız,alyanlar
fastbowler	fastbowlers,fast bowler
okal	ekal,place
paternostro	rosary,paternoster,paternostri
petuchah	petuhah,petuchoth,petuchot
convertirse	convirtieras,convirtieses,convertimos,hacerse,turn,convirtió,convertidas,convertías,convertirán,convertí,convertiríais,convirtiera,convertir,convirtieran,ponerse,convirtiéremos,convierto,convirtámonos,convertida,conviertas,convertiría,convirtiesen,convirtiese,convierte,convirtamos,convertisteis,convertirse,convirtiere,convirtieron,convertirían,convirtáis,convirtierais,convirtiésemos,conviértanse,convirtieseis,convertíais,convertía,convertiste,convertiréis,convertíos,convertiré,convirtieren,convertiremos,convertiríamos,conviértase,convirtiéndose,convertís,convierten,conviertes,convertirás,convierta,volverse,conviertan,convertían,convertido,convertidos,convertíamos,convertirá,convirtiéramos,transform,convirtiereis,conviértete,convirtieres,get,become,convertirías
frecuentes	frecuentar,tú
time-independent	variable,time,time-independent Schrödinger equation,time-independent Markovian type,value,independent,physics,time-dependent,mathematics
nomadism	-ism,nomad
antiderivative	anti-,derivative
alkoxide	organic,organic chemistry,metal,alcohol,compound,alcóxido,hydrogen,alkoksit,alkoksidi,alcolato,cationic,alkoxides
bentwood	bent,wood
nichts	nix,nischt
haie	hedge,haga
immodesty	neskromnost,безсрамие,неприличие,անհամեստություն,nepued,modesty,lack,immodest,immodesties
taenia	tenia,tænia
bandolier	bandoleer,bandileer
symptomatology	symptomatologie,-logy
haematology	hematology,hæmatology
crystallisation	crystallization,crystallisations
paese	paîs,pajès,pays,pagus,país,paisi,pagensis
southmost	-most,south
